DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION,HOUR
232007024,2023-03-16,2023-03-15,2115,Olympic,BATTERY - SIMPLE ASSAULT,29.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200 S  VERMONT                      AV,21
230304316,2023-01-06,2022-12-10,1300,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),18.0,F,B,Unknown,Invest Cont,800 W  JEFFERSON                    BL,13
221320381,2022-11-03,2022-11-03,1,Newton,THEFT OF IDENTITY,27.0,F,B,Unknown,Invest Cont,2600 S  GRAND                        AV,0
231209768,2023-04-07,2023-04-07,1700,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,47TH                         ST,17
231106079,2023-02-24,2023-02-23,935,Northeast,BATTERY - SIMPLE ASSAULT,51.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SANTA MONICA                 BL,9
221011773,2022-07-19,2022-03-01,1200,West Valley,THEFT OF IDENTITY,27.0,F,H,Unknown,Invest Cont,18400    COLLINS                      ST,12
221017743,2022-12-15,2022-12-15,1430,West Valley,UNAUTHORIZED COMPUTER ACCESS,38.0,M,B,Unknown,Invest Cont,7400    RESEDA                       BL,14
221818600,2022-10-06,2022-10-06,600,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,47.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8700 S  BROADWAY,6
221415135,2022-08-09,2022-08-09,1200,Pacific,BURGLARY FROM VEHICLE,35.0,F,W,Unknown,Invest Cont,3000    OCEAN FRONT                  WK,12
221319248,2022-10-12,2022-05-18,1112,Newton,"BUNCO, GRAND THEFT",22.0,M,H,Unknown,Adult Arrest,4100 S  BROADWAY,11
231506117,2023-02-20,2023-02-19,950,N Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),63.0,M,B,Unknown,Invest Cont,10900    VENTURA                      BL,9
221010705,2022-06-21,2022-06-21,1,West Valley,BATTERY - SIMPLE ASSAULT,52.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,16200    VENTURA                      BL,0
220516270,2022-11-21,2022-11-19,1730,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",64.0,M,C,Unknown,Invest Cont,1600 W  221ST                        ST,17
220714789,2022-10-02,2022-10-02,1050,Wilshire,THEFT OF IDENTITY,28.0,F,B,Unknown,Invest Cont,4800 W  5TH                          ST,10
231010578,2023-06-21,2023-06-21,2100,West Valley,BATTERY - SIMPLE ASSAULT,17.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7700    WHITE OAK                    AV,21
220317363,2022-09-25,2022-07-25,1505,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),19.0,M,B,Unknown,Invest Cont,3000    WEST VIEW                    ST,15
221221950,2022-10-19,2022-09-29,130,77th Street,THEFT OF IDENTITY,43.0,X,B,Unknown,Invest Cont,6400 S  VICTORIA                     AV,1
220511046,2022-07-07,2022-07-07,1030,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1500 W  215TH                        ST,10
220616194,2022-09-17,2022-09-17,2200,Hollywood,BRANDISH WEAPON,33.0,M,B,OTHER KNIFE,Invest Cont,800    WILCOX                       AV,22
230505811,2023-02-18,2023-02-16,1100,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,26.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900 N  WILMINGTON                   BL,11
231604870,2023-01-28,2023-01-27,22,Foothill,BURGLARY,30.0,F,W,OTHER CUTTING INSTRUMENT,Invest Cont,10400    SUNLAND                      BL,0
232004422,2023-01-13,2023-01-11,1725,Olympic,BATTERY - SIMPLE ASSAULT,41.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3RD,17
230810772,2023-06-12,2023-06-12,730,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28.0,M,B,Unknown,Invest Cont,2000 S  SHERBOURNE                   DR,7
231604282,2023-01-09,2022-11-29,1200,Foothill,THEFT OF IDENTITY,69.0,M,W,Unknown,Invest Cont,8900    BACHRY                       PL,12
230111776,2023-05-04,2023-05-04,200,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24.0,M,B,GLASS,Adult Other,400 S  MAIN                         ST,2
230608656,2023-04-18,2023-04-18,1940,Hollywood,ROBBERY,52.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700    WILCOX                       AV,19
220613804,2022-07-27,2022-07-27,1200,Hollywood,BATTERY - SIMPLE ASSAULT,66.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6700 W  SUNSET                       BL,12
220618732,2022-11-06,2022-11-03,2203,Hollywood,THEFT OF IDENTITY,35.0,M,W,Unknown,Invest Cont,2300    LAUREL CANYON                BL,22
221614378,2022-11-18,2022-11-18,1540,Foothill,CRIMINAL THREATS - NO WEAPON DISPLAYED,66.0,M,O,VERBAL THREAT,Invest Cont,7600    GENTRY                       AV,15
220900913,2022-08-20,2022-08-19,2200,Van Nuys,TRESPASSING,39.0,M,W,Unknown,Adult Arrest,4800    MATILIJA                     AV,22
230108350,2023-03-09,2023-03-07,1400,Central,BATTERY - SIMPLE ASSAULT,6.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800    YALE                         ST,14
221314014,2022-07-06,2022-07-06,1525,Newton,"THEFT, PERSON",17.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 E  FLORENCE                     AV,15
230904539,2023-01-16,2023-01-14,1820,Van Nuys,VIOLATION OF COURT ORDER,32.0,F,H,Unknown,Adult Arrest,15500    FRIAR                        ST,18
221915620,2022-10-12,2022-10-11,2200,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),51.0,M,W,Unknown,Invest Cont,9100    PATRICK                      AV,22
230510622,2023-07-01,2023-06-29,2330,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46.0,F,B,Unknown,Invest Cont,1100 S  GRAND                        AV,23
222115785,2022-08-04,2022-08-03,2300,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24.0,M,W,Unknown,Invest Cont,6200    TOPANGA CANYON               BL,23
230206727,2023-02-23,2022-12-31,2255,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),32.0,F,O,Unknown,Invest Cont,200 S  LA FAYETTE PARK              PL,22
230909821,2023-05-25,2023-05-23,2300,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20.0,M,W,Unknown,Invest Cont,14200    OXNARD                       ST,23
230805411,2023-02-03,2023-02-02,730,West LA,BURGLARY,50.0,M,H,Unknown,Adult Arrest,3100    CURTS                        AV,7
231810357,2023-05-13,2023-05-13,1125,Southeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),20.0,F,H,Unknown,Invest Cont,800 W  93RD                         ST,11
230609410,2023-05-02,2023-05-02,1057,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50.0,M,W,Unknown,Invest Cont,COSMO,10
222011251,2022-06-16,2022-06-15,1900,Olympic,BURGLARY,31.0,F,A,Unknown,Invest Cont,100 S  MADISON                      AV,19
220120699,2022-09-16,2022-09-08,1344,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24.0,M,H,Unknown,Invest Cont,600 S  BROADWAY,13
230212788,2023-06-20,2023-06-20,2230,Rampart,BATTERY - SIMPLE ASSAULT,26.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200 W  8TH                          ST,22
230306701,2023-02-21,2023-02-21,1215,Southwest,BRANDISH WEAPON,68.0,M,B,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,1500    EXPOSITION                   BL,12
220911788,2022-07-24,2022-07-24,641,Van Nuys,BURGLARY,53.0,F,W,Unknown,Adult Arrest,14600    HAMLIN                       ST,6
220613716,2022-07-26,2022-07-26,1840,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47.0,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,2100 N  CAHUENGA                     BL,18
231509826,2023-05-16,2023-05-16,1500,N Hollywood,THEFT OF IDENTITY,29.0,F,H,Unknown,Invest Cont,5600    KLUMP                        AV,15
221715887,2022-11-07,2022-11-07,812,Devonshire,VIOLATION OF COURT ORDER,41.0,M,W,Unknown,Adult Other,8800    ENFIELD                      AV,8
221116704,2022-11-22,2022-11-20,2000,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53.0,M,H,Unknown,Invest Cont,400 N  AVENUE 52,20
221513298,2022-08-01,2022-07-29,200,N Hollywood,BIKE - STOLEN,26.0,F,W,Unknown,Invest Cont,5300    DENNY                        AV,2
221419608,2022-10-06,2022-10-02,1600,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67.0,M,W,Unknown,Invest Cont,8100    MANITOBA                     ST,16
221818718,2022-10-07,2022-10-07,1600,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",63.0,F,H,UNKNOWN FIREARM,Invest Cont,2100 E  103RD                        ST,16
230508709,2023-05-13,2022-01-01,1,Harbor,THEFT OF IDENTITY,20.0,F,A,Unknown,Invest Cont,1200    FLINT                        DR,0
221715248,2022-10-24,2022-10-24,1135,Devonshire,BATTERY - SIMPLE ASSAULT,22.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,11800    HIGHWATER                    RD,11
222114076,2022-09-09,2022-09-09,1650,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,20600    HARTLAND                     ST,16
221113048,2022-08-22,2022-08-22,1830,Northeast,BURGLARY FROM VEHICLE,29.0,M,W,Unknown,Invest Cont,SCOTT                        AV,18
231508660,2023-04-20,2023-04-20,1500,N Hollywood,"THEFT, PERSON",82.0,F,H,Unknown,Invest Cont,12800    VENTURA                      BL,15
231209501,2023-04-02,2023-04-01,1030,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,57.0,M,B,VERBAL THREAT,Invest Cont,FIGUEROA                     ST,10
220116754,2022-07-23,2022-07-21,800,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SPRING                       ST,8
231605966,2023-03-04,2023-03-03,2200,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,13500    TERRA BELLA                  ST,22
230804952,2023-01-23,2023-01-22,2230,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42.0,M,A,Unknown,Invest Cont,1400 S  SHERBOURNE                   DR,22
230207878,2023-03-20,2023-03-17,2028,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",62.0,M,H,Unknown,Invest Cont,800    PARKMAN                      AV,20
221420718,2022-12-13,2022-10-07,1100,Pacific,PICKPOCKET,79.0,F,W,Unknown,Invest Cont,200    LINCOLN                      BL,11
220516166,2022-11-19,2022-11-02,2330,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52.0,M,W,Unknown,Invest Cont,1300 W  13TH                         ST,23
220512987,2022-08-26,2022-08-25,605,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22.0,M,W,Unknown,Invest Cont,800 S  CENTRE                       ST,6
231708051,2023-04-11,2023-04-11,1635,Devonshire,THEFT PLAIN - PETTY ($950 & UNDER),54.0,F,W,Unknown,Invest Cont,9300    TAMPA                        AV,16
231406569,2023-03-04,2023-03-04,715,Pacific,BATTERY - SIMPLE ASSAULT,62.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2200    OCEAN FRONT                  WK,7
230507449,2023-04-05,2023-03-28,1200,Harbor,BURGLARY,20.0,M,H,Unknown,Adult Arrest,900 N  MARINE                       AV,12
222019313,2022-12-16,2022-12-15,1630,Olympic,THEFT OF IDENTITY,33.0,F,A,Unknown,Invest Cont,400 S  KENMORE                      AV,16
220716704,2022-11-17,2022-11-10,830,Wilshire,"BUNCO, GRAND THEFT",78.0,F,B,Unknown,Invest Cont,1500    HAUSER                       BL,8
231807108,2023-03-03,2023-03-03,1,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35.0,M,B,Unknown,Invest Cont,FIGUEROA                     ST,0
220917767,2022-12-28,2022-12-28,1,Van Nuys,BURGLARY FROM VEHICLE,26.0,F,W,Unknown,Invest Cont,14200    DICKENS                      ST,0
231109514,2023-05-29,2023-05-28,2300,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3300    MERCED                       ST,23
232005935,2023-02-18,2023-02-17,1955,Olympic,INTIMATE PARTNER - AGGRAVATED ASSAULT,42.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,300 S  ALEXANDRIA                   AV,19
221011102,2022-07-01,2022-06-29,1800,West Valley,BATTERY - SIMPLE ASSAULT,44.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,GAULT                        ST,18
232107516,2023-03-28,2023-03-12,1300,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),69.0,F,W,Unknown,Invest Cont,6100    TOPANGA CANYON               BL,13
220914441,2022-09-29,2022-08-08,1200,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),28.0,M,B,Unknown,Invest Cont,6500    WOODMAN                      AV,12
232108073,2023-04-19,2023-04-19,1145,Topanga,BURGLARY FROM VEHICLE,76.0,M,W,Unknown,Invest Cont,20600    VENTURA                      BL,11
231407353,2023-03-21,2023-03-21,1530,Pacific,BATTERY - SIMPLE ASSAULT,34.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10600    VENICE                       BL,15
231209754,2023-04-07,2023-04-07,1830,77th Street,ROBBERY,66.0,M,B,SEMI-AUTOMATIC PISTOL,Invest Cont,8500 S  BROADWAY,18
232008686,2023-04-25,2023-04-22,2120,Olympic,BRANDISH WEAPON,28.0,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,1700 S  ARDMORE                      AV,21
220813396,2022-08-17,2022-08-09,1200,West LA,THEFT OF IDENTITY,40.0,F,W,Unknown,Invest Cont,1800    VETERAN                      AV,12
220120913,2022-09-19,2022-09-15,900,Central,THEFT PLAIN - PETTY ($950 & UNDER),26.0,F,B,Unknown,Invest Cont,300 N  FIGUEROA                     ST,9
231007649,2023-04-05,2023-03-24,1500,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43.0,M,O,Unknown,Invest Cont,16000    KITTRIDGE                    ST,15
230610131,2023-05-22,2023-05-09,1155,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),64.0,M,W,Unknown,Invest Cont,1700 N  WESTERN                      AV,11
221513809,2022-08-20,2022-08-20,2100,N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12800    BURBANK                      BL,21
220221493,2022-12-07,2022-12-06,1600,Rampart,BURGLARY FROM VEHICLE,29.0,M,H,Unknown,Invest Cont,1300 W  COURT                        ST,16
220618259,2022-10-30,2022-10-29,2200,Hollywood,BATTERY - SIMPLE ASSAULT,28.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6500    YUCCA                        ST,22
221913166,2022-08-12,2022-08-11,730,Mission,STALKING,46.0,F,O,VERBAL THREAT,Adult Arrest,9000    CEDROS                       AV,7
220117852,2022-08-08,2022-08-08,1045,Central,BATTERY - SIMPLE ASSAULT,53.0,M,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5TH,10
231709291,2023-05-07,2023-03-30,1250,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),60.0,M,W,Unknown,Invest Cont,19300    LEMARSH                      ST,12
222018931,2022-11-04,2022-11-03,900,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46.0,F,H,Unknown,Adult Other,1100    ARAPAHOE                     ST,9
220117882,2022-08-09,2022-08-09,920,Central,BATTERY - SIMPLE ASSAULT,56.0,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,500 E  5TH                          ST,9
230105849,2023-01-29,2023-01-29,130,Central,BATTERY - SIMPLE ASSAULT,42.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 N  ALAMEDA                      ST,1
221514622,2022-09-06,2022-07-21,1535,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28.0,M,W,Unknown,Invest Cont,11800    VOSE                         ST,15
232010955,2023-05-31,2023-05-20,1100,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),36.0,F,A,Unknown,Invest Cont,800 S  BERENDO                      ST,11
221419926,2022-11-14,2022-11-13,2000,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46.0,M,C,Unknown,Invest Cont,3800    BLEDSOE                      AV,20
231205363,2023-01-24,2023-01-24,1900,77th Street,"THEFT, PERSON",73.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7100 S  VERMONT                      AV,19
221419975,2022-10-24,2022-10-13,2330,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36.0,M,W,Unknown,Invest Cont,2900    GREENFIELD                   AV,23
230806656,2023-03-02,2022-05-01,5,West LA,DOCUMENT FORGERY / STOLEN FELONY,71.0,F,W,Unknown,Invest Cont,10300    LORENZO                      DR,0
230608587,2023-04-17,2023-04-17,1220,Hollywood,TRESPASSING,42.0,F,W,Unknown,Invest Cont,1000 N  WESTERN                      AV,12
221417326,2022-09-02,2022-09-02,1330,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46.0,M,W,Unknown,Invest Cont,4000    ALLA                         RD,13
221213778,2022-06-14,2022-06-13,1800,77th Street,ROBBERY,31.0,F,B,HAND GUN,Invest Cont,1700 W  CENTURY                      BL,18
231304132,2023-01-02,2023-01-02,2200,Newton,THEFT OF IDENTITY,35.0,M,O,Unknown,Invest Cont,2700 S  GRAND                        AV,22
230105421,2023-01-22,2023-01-22,1200,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,800 N  ALAMEDA                      ST,12
220711268,2022-07-03,2022-07-02,2000,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34.0,F,X,Unknown,Invest Cont,2200    CLYDE                        AV,20
221011323,2022-07-07,2022-07-06,1330,West Valley,"BUNCO, GRAND THEFT",70.0,M,W,Unknown,Invest Cont,15400    MILBANK                      ST,13
231609694,2023-07-01,2023-06-30,1535,Foothill,BATTERY - SIMPLE ASSAULT,16.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,13700    DAVENTRY                     ST,15
231205568,2023-01-28,2023-01-28,1530,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32.0,F,H,Unknown,Invest Cont,VERMONT,15
230810240,2023-05-29,2023-05-29,2200,West LA,BATTERY - SIMPLE ASSAULT,41.0,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,10800    WEYBURN                      AV,22
231805187,2023-01-24,2023-01-24,10,Southeast,ROBBERY,63.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600 E  115TH                        ST,0
220611340,2022-06-05,2022-06-05,800,Hollywood,BURGLARY FROM VEHICLE,59.0,F,O,Unknown,Invest Cont,3200    CANYON                       DR,8
231605852,2023-02-28,2023-02-22,1545,Foothill,DISCHARGE FIREARMS/SHOTS FIRED,51.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,13000    EUSTACE                      ST,15
220117182,2022-07-26,2022-07-15,540,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50.0,M,H,Unknown,Invest Cont,800 S  FIGUEROA                     ST,5
231506310,2023-02-24,2023-01-12,1755,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),74.0,M,W,Unknown,Invest Cont,4300    FORMAN                       AV,17
221216330,2022-07-22,2022-07-22,1600,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,33.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,900 W  SLAUSON                      AV,16
231504327,2023-01-07,2022-12-29,1347,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),67.0,F,W,Unknown,Invest Cont,11600    VALERIO                      ST,13
230609133,2023-04-29,2023-04-28,2230,Hollywood,PICKPOCKET,20.0,F,V,Unknown,Invest Cont,6800    HOLLYWOOD                    BL,22
231710981,2023-04-23,2023-04-19,2000,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8300    TAMPA                        AV,20
231213102,2023-05-31,2023-05-31,1000,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,21.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 W  79TH                         ST,10
220710623,2022-06-19,2022-06-19,1235,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),32.0,M,A,ROCK/THROWN OBJECT,Invest Cont,OLYMPIC,12
221615606,2022-12-21,2022-12-20,2200,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30.0,F,O,Unknown,Invest Cont,10000    FRANCE                       AV,22
231506672,2023-03-04,2023-03-03,428,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26.0,M,W,Unknown,Invest Cont,11300    SUNSHINE                     TR,4
221900761,2022-08-04,2022-08-04,1440,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43.0,M,H,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Adult Arrest,14300    CHATSWORTH                   DR,14
221815686,2022-08-12,2022-07-03,400,Southeast,BATTERY - SIMPLE ASSAULT,64.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,CENTURY,4
231812527,2023-06-26,2023-06-26,1251,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,32.0,F,B,VERBAL THREAT,Invest Cont,100 W  101ST                        ST,12
220413855,2022-10-02,2022-10-02,2100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3.0,F,H,SEMI-AUTOMATIC PISTOL,Adult Arrest,4TH                          ST,21
220912186,2022-08-04,2022-06-26,1425,Van Nuys,THEFT OF IDENTITY,60.0,M,O,Unknown,Invest Cont,4400    MATILIJA                     AV,14
220415404,2022-11-14,2022-11-13,940,Hollenbeck,BURGLARY FROM VEHICLE,24.0,F,H,Unknown,Invest Cont,3500    SIERRA                       ST,9
221512630,2022-07-22,2022-07-22,1215,N Hollywood,BATTERY - SIMPLE ASSAULT,75.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,MORRISON                     ST,12
222016752,2022-09-20,2022-09-20,800,Olympic,BURGLARY,55.0,F,A,Unknown,Invest Cont,500 N  SERRANO                      AV,8
220813285,2022-08-15,2022-08-12,2200,West LA,BURGLARY,45.0,M,A,Unknown,Invest Cont,1400    ALLENFORD                    AV,22
