DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION,HOUR
220318556,2022-10-15,2022-10-09,2015,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42.0,M,B,Unknown,Invest Cont,4000    DON FELIPE                   DR,20
231210559,2023-04-21,2023-04-21,1645,77th Street,OTHER ASSAULT,35.0,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,FLORENCE,16
231109387,2023-05-25,2023-05-25,1030,Northeast,"THEFT, PERSON",80.0,M,B,Unknown,Invest Cont,4700 W  SUNSET                       BL,10
221312336,2022-06-03,2022-06-03,1600,Newton,THEFT OF IDENTITY,40.0,F,H,Unknown,Invest Cont,1500 E  32ND                         ST,16
230710949,2023-06-16,2023-06-15,2300,Wilshire,OTHER MISCELLANEOUS CRIME,36.0,F,B,Unknown,Invest Cont,1100    QUEEN ANNE                   PL,23
221615182,2022-12-15,2022-08-12,800,Foothill,THEFT PLAIN - PETTY ($950 & UNDER),33.0,F,H,Unknown,Invest Cont,12800    KAGEL CANYON                 ST,8
220600757,2022-06-19,2022-06-19,2315,Hollywood,BURGLARY,17.0,M,W,Unknown,Invest Cont,7000    LOS TILOS                    RD,23
221517808,2022-11-23,2022-11-21,830,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),71.0,F,W,Unknown,Invest Cont,12300    RUNNYMEDE                    ST,8
220515169,2022-10-23,2022-10-23,200,Harbor,ROBBERY,50.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300    WESTMONT                     DR,2
220322399,2022-12-27,2022-12-26,2230,Southwest,BATTERY - SIMPLE ASSAULT,59.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4600 S  VAN NESS                     AV,22
230206959,2023-03-04,2023-03-03,1445,Rampart,BATTERY - SIMPLE ASSAULT,58.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600 S  UNION                        AV,14
230705694,2023-02-07,2023-02-07,1400,Wilshire,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),16.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1400 S  MANSFIELD                    AV,14
230610617,2023-06-02,2023-06-01,1900,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",61.0,M,W,Unknown,Invest Cont,2600    CRESTON                      DR,19
230110399,2023-04-11,2023-04-07,2030,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30.0,F,C,Unknown,Invest Cont,600 S  SANTA FE                     AV,20
232110167,2023-06-09,2023-06-09,1025,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,42.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4700    NOMAD                        DR,10
221318872,2022-10-06,2022-10-05,610,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1800 E  OLYMPIC                      BL,6
220314889,2022-08-10,2022-08-07,1200,Southwest,BIKE - STOLEN,24.0,M,O,Unknown,Invest Cont,900 W  ADAMS                        BL,12
222110665,2022-06-17,2022-06-17,2305,Topanga,ROBBERY,35.0,M,X,VERBAL THREAT,Invest Cont,22900    VICTORY                      BL,23
231004271,2023-01-07,2023-01-03,1630,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48.0,M,H,Unknown,Invest Cont,CANTARA                      ST,16
230106591,2023-02-08,2023-01-30,30,Central,BURGLARY FROM VEHICLE,39.0,M,H,Unknown,Invest Cont,400 E  4TH                          ST,0
221716541,2022-09-14,2022-09-11,1130,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34.0,M,O,Unknown,Invest Cont,16800    KINGSBURY                    ST,11
230406810,2023-03-26,2023-03-26,1320,Hollenbeck,BATTERY - SIMPLE ASSAULT,23.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1ST,13
230208199,2023-03-29,2023-03-29,715,Rampart,BURGLARY,73.0,F,A,Unknown,Invest Cont,1000 N  ALEXANDRIA                   AV,7
230306650,2023-02-20,2023-02-20,1015,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,59.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,800 W  23RD                         ST,10
230112718,2023-05-21,2023-05-20,2000,Central,INTIMATE PARTNER - SIMPLE ASSAULT,60.0,M,W,BOARD,Invest Cont,200 W  6TH                          ST,20
220315797,2022-08-26,2022-08-26,1235,Southwest,BATTERY - SIMPLE ASSAULT,26.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000    EXPOSITION                   BL,12
221820391,2022-11-03,2022-11-03,1400,Southeast,THEFT OF IDENTITY,32.0,F,B,Unknown,Invest Cont,200 E  104TH                        ST,14
220116312,2022-07-13,2022-07-13,1731,Central,THEFT PLAIN - PETTY ($950 & UNDER),42.0,F,O,Unknown,Invest Cont,5TH                          ST,17
221514276,2022-08-29,2022-08-26,1100,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),72.0,F,W,Unknown,Invest Cont,11200    MAGNOLIA                     BL,11
232110737,2023-06-21,2023-06-21,1,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),69.0,F,W,Unknown,Invest Cont,22700    ENADIA                       WY,0
220710763,2022-06-22,2022-06-22,738,Wilshire,VIOLATION OF RESTRAINING ORDER,25.0,F,H,Unknown,Adult Other,600 S  DUNSMUIR                     AV,7
220127035,2022-12-19,2022-12-08,2230,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56.0,F,H,Unknown,Invest Cont,9TH,22
220300704,2022-06-24,2022-06-24,910,Southwest,BRANDISH WEAPON,40.0,M,H,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,3800 S  WESTERN                      AV,9
230305016,2023-01-21,2023-01-21,1800,Southwest,ORAL COPULATION,65.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,38TH                         PL,18
232005999,2023-02-15,2023-02-10,1348,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",59.0,F,K,Unknown,Invest Cont,3500 W  3RD                          ST,13
221014727,2022-09-30,2022-09-30,1952,West Valley,THEFT OF IDENTITY,43.0,F,W,Unknown,Invest Cont,17600    BURBANK                      BL,19
231510574,2023-06-04,2023-06-01,1300,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),77.0,F,H,Unknown,Invest Cont,6600    LAUREL CANYON                BL,13
220127427,2022-12-30,2022-12-30,2040,Central,BATTERY - SIMPLE ASSAULT,25.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 S  MAIN                         ST,20
220322032,2022-12-18,2022-12-15,2000,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24.0,M,F,Unknown,Invest Cont,2600    PORTLAND                     ST,20
221612395,2022-09-14,2022-09-14,2010,Foothill,CRIMINAL THREATS - NO WEAPON DISPLAYED,38.0,F,H,VERBAL THREAT,Invest Cont,10200    SAMOA                        AV,20
222114462,2022-09-19,2022-08-07,1325,Topanga,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53.0,F,W,Unknown,Invest Cont,23000    OSTRONIC                     DR,13
220911632,2022-07-19,2022-07-08,930,Van Nuys,DOCUMENT FORGERY / STOLEN FELONY,65.0,M,W,Unknown,Adult Other,14500    ARCHWOOD                     ST,9
231508978,2023-04-28,2023-04-27,1130,N Hollywood,BURGLARY,18.0,F,H,Unknown,Invest Cont,6900    RADFORD                      AV,11
231107190,2023-03-27,2023-03-26,2330,Northeast,BATTERY - SIMPLE ASSAULT,33.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,4200    VERDUGO                      RD,23
220314054,2022-07-21,2022-07-21,1000,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),13.0,M,H,Unknown,Invest Cont,900 W  37TH                         PL,10
220214697,2022-08-14,2022-08-14,239,Rampart,BURGLARY,38.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700    MICHELTORENA                 ST,2
232009516,2023-05-08,2023-03-13,1803,Olympic,THEFT OF IDENTITY,24.0,F,H,Unknown,Invest Cont,900 S  HOBART                       BL,18
231806739,2023-02-22,2023-02-21,1430,Southeast,THEFT PLAIN - PETTY ($950 & UNDER),27.0,F,B,Unknown,Invest Cont,800 E  IMPERIAL                     HY,14
220912371,2022-08-09,2022-08-09,1200,Van Nuys,BATTERY - SIMPLE ASSAULT,38.0,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6700    VAN NUYS                     BL,12
221414075,2022-07-20,2022-06-16,1100,Pacific,THEFT OF IDENTITY,74.0,F,W,Unknown,Invest Cont,8100    GONZAGA                      AV,11
220616200,2022-09-18,2022-08-19,1700,Hollywood,BURGLARY,38.0,M,W,Unknown,Invest Cont,7000    HOLLYWOOD                    BL,17
231606443,2023-03-20,2023-03-19,1320,Foothill,CRIMINAL THREATS - NO WEAPON DISPLAYED,12.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7800    LANKERSHIM                   BL,13
220611861,2022-06-14,2022-05-21,1007,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30.0,M,W,Unknown,Invest Cont,6600    SANTA MONICA                 BL,10
220711973,2022-07-22,2022-07-07,1830,Wilshire,THEFT OF IDENTITY,63.0,M,W,Unknown,Invest Cont,2200    THURMAN                      AV,18
221819141,2022-10-15,2022-10-15,2350,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,119TH,23
221215015,2022-07-01,2022-07-01,530,77th Street,BATTERY - SIMPLE ASSAULT,38.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5500 S  WESTERN                      AV,5
231605658,2023-02-21,2023-02-21,600,Foothill,ATTEMPTED ROBBERY,32.0,M,O,SEMI-AUTOMATIC PISTOL,Adult Arrest,8100    SUNLAND                      BL,6
221911086,2022-06-22,2022-06-21,1800,Mission,BURGLARY FROM VEHICLE,28.0,M,H,Unknown,Invest Cont,8900    COLUMBUS                     AV,18
220314287,2022-07-27,2022-07-26,2020,Southwest,BATTERY - SIMPLE ASSAULT,25.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2000 W  31ST                         ST,20
231805732,2023-02-02,2023-02-02,1005,Southeast,THEFT OF IDENTITY,45.0,F,B,Unknown,Invest Cont,11500    GORMAN                       AV,10
230905192,2023-02-02,2023-02-02,1445,Van Nuys,ROBBERY,43.0,M,A,VERBAL THREAT,Invest Cont,7200    WOODMAN                      AV,14
231106007,2023-02-22,2023-02-18,1207,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31.0,F,W,Unknown,Invest Cont,3000    WAVERLY                      DR,12
221320088,2022-10-29,2022-10-28,2100,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26.0,F,H,Unknown,Invest Cont,GRAND                        AV,21
231308379,2023-03-28,2023-03-28,45,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35.0,M,B,CLUB/BAT,Invest Cont,WASHINGTON                   BL,0
230905775,2023-02-16,2023-02-14,1900,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),50.0,M,W,Unknown,Invest Cont,13600    VALERIO                      ST,19
232010151,2023-05-12,2023-05-12,1330,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),62.0,F,A,Unknown,Invest Cont,3800 W  6TH                          ST,13
230106741,2023-02-10,2023-02-10,2120,Central,BRANDISH WEAPON,32.0,F,B,SCREWDRIVER,Invest Cont,100 E  3RD                          ST,21
232006718,2023-03-06,2023-03-06,2017,Olympic,BURGLARY,53.0,M,O,Unknown,Invest Cont,400 N  PLYMOUTH                     BL,20
221710578,2022-06-26,2022-06-26,1800,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,46.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,8800    TAMPA                        AV,18
232006031,2023-02-06,2023-02-05,2245,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41.0,F,H,Unknown,Invest Cont,2900    FRANCIS                      AV,22
220411152,2022-07-22,2022-07-22,730,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54.0,F,H,Unknown,Invest Cont,2300 E  4TH                          ST,7
231607078,2023-04-08,2023-04-08,2100,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38.0,F,H,Unknown,Invest Cont,12400    ROUGE                        ST,21
230111712,2023-05-02,2023-04-01,1800,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",65.0,M,B,Unknown,Invest Cont,5TH                          AV,18
230708365,2023-04-12,2023-04-10,1600,Wilshire,BIKE - STOLEN,42.0,M,W,Unknown,Invest Cont,700 N  FORMOSA                      AV,16
231910297,2023-06-03,2023-06-03,1725,Mission,VANDALISM - MISDEAMEANOR ($399 OR UNDER),60.0,M,B,Unknown,Invest Cont,12600    SAN FERNANDO                 RD,17
221614040,2022-11-06,2022-11-05,1500,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,28.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,11000    ARMINTA                      ST,15
220516791,2022-12-08,2022-12-08,812,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33.0,M,H,Unknown,Invest Cont,1000    MIRAFLORES                   AV,8
231704244,2023-01-07,2023-01-06,2240,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,50.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,12100    MONOGRAM                     AV,22
230507224,2023-03-29,2023-03-29,1910,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  10TH                         ST,19
220516655,2022-12-05,2022-12-03,300,Harbor,BURGLARY,40.0,F,A,Unknown,Invest Cont,1300 W  CARSON                       ST,3
231904488,2023-01-12,2023-01-12,2100,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21.0,M,B,MACE/PEPPER SPRAY,Invest Cont,8300    VAN NUYS                     BL,21
230307566,2023-03-10,2023-03-10,500,Southwest,TRESPASSING,56.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2400    7TH                          AV,5
231511642,2023-06-28,2023-06-28,1300,N Hollywood,BURGLARY FROM VEHICLE,30.0,F,B,Unknown,Invest Cont,5300    LANKERSHIM                   BL,13
231705293,2023-01-23,2023-01-22,1,Devonshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),46.0,F,B,Unknown,Invest Cont,17700    SUPERIOR                     ST,0
231405443,2023-02-06,2023-02-05,1700,Pacific,BURGLARY,44.0,M,W,Unknown,Invest Cont,2600    BUTLER                       AV,17
230311631,2023-05-31,2023-05-27,2230,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),20.0,F,V,Unknown,Invest Cont,3900 S  FIGUEROA                     ST,22
220312123,2022-06-12,2022-06-12,900,Southwest,BRANDISH WEAPON,54.0,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,700 W  43RD                         ST,9
221420366,2022-09-21,2022-09-20,355,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22.0,M,H,Unknown,Invest Cont,8900    VENICE                       BL,3
220319697,2022-11-04,2022-10-29,1652,Southwest,"BUNCO, PETTY THEFT",21.0,M,W,Unknown,Invest Cont,1100 W  29TH                         ST,16
221916557,2022-11-06,2022-11-05,1900,Mission,CRIMINAL THREATS - NO WEAPON DISPLAYED,36.0,F,H,VERBAL THREAT,Adult Arrest,13800    TERRA BELLA                  ST,19
230407102,2023-04-04,2023-04-03,2339,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),36.0,F,H,Unknown,Invest Cont,5900    MONTEREY                     RD,23
220612440,2022-06-25,2022-06-25,100,Hollywood,PICKPOCKET,21.0,F,W,Unknown,Invest Cont,1700    VINE                         ST,1
221713055,2022-07-11,2022-07-11,1,Devonshire,BURGLARY FROM VEHICLE,32.0,F,H,Unknown,Invest Cont,LINDLEY,0
220126624,2022-12-19,2022-12-19,550,Central,INTIMATE PARTNER - SIMPLE ASSAULT,33.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,800    FRANCISCO                    ST,5
230309396,2023-04-15,2023-04-14,1656,Southwest,BATTERY - SIMPLE ASSAULT,36.0,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3300    LA CIENEGA                   BL,16
220412588,2022-08-29,2022-08-29,40,Hollenbeck,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33.0,F,F,Unknown,Invest Cont,6100    MONTEREY                     RD,0
221820071,2022-11-02,2022-10-20,1033,Southeast,THEFT OF IDENTITY,35.0,F,B,Unknown,Invest Cont,500 W  127TH                        ST,10
231412463,2023-06-17,2023-06-17,1540,Pacific,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,5200 W  CENTURY                      BL,15
230507090,2023-03-26,2023-03-26,300,Harbor,BATTERY - SIMPLE ASSAULT,40.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700    MCDONALD                     AV,3
230611146,2023-06-14,2023-06-14,400,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,35.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,HOLLYWOOD,4
231310675,2023-05-15,2023-05-13,1755,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54.0,M,B,MACHETE,Invest Cont,AGATHA,17
221200794,2022-09-08,2022-09-08,1030,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,59.0,M,W,STICK,Adult Other,49TH                         ST,10
231508506,2023-04-18,2023-04-02,1757,N Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),55.0,M,H,Unknown,Invest Cont,11200    VENTURA                      BL,17
221822512,2022-12-21,2022-12-21,1210,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  113TH                        ST,12
222000797,2022-06-29,2022-06-29,2230,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27.0,F,H,Unknown,Invest Cont,300 S  CATALINA                     ST,22
221320434,2022-11-04,2022-11-03,1900,Newton,THEFT OF IDENTITY,37.0,F,H,Unknown,Invest Cont,1000 E  52ND                         PL,19
230115180,2023-06-30,2023-06-30,1500,Central,BATTERY - SIMPLE ASSAULT,24.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  OLIVE                        ST,15
221414478,2022-07-21,2022-06-11,700,Pacific,BURGLARY FROM VEHICLE,32.0,F,B,Unknown,Invest Cont,1400    VENICE                       BL,7
222110951,2022-06-24,2022-06-24,2015,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39.0,M,H,CLUB/BAT,Adult Arrest,20000    ARMINTA                      ST,20
230610300,2023-05-26,2023-05-26,1440,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61.0,M,B,FOLDING KNIFE,Adult Other,ST ANDREWS                   ST,14
230304344,2023-01-07,2023-01-07,2155,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,ADAMS                        BL,21
222011022,2022-06-10,2022-06-10,1520,Olympic,BRANDISH WEAPON,12.0,F,H,OTHER KNIFE,Invest Cont,1100 S  BERENDO                      ST,15
231207864,2023-03-03,2023-01-03,704,77th Street,THEFT OF IDENTITY,26.0,M,B,Unknown,Invest Cont,7000    2ND                          AV,7
220322600,2022-12-31,2022-12-02,2000,Southwest,THEFT OF IDENTITY,56.0,M,W,Unknown,Invest Cont,4700 W  ADAMS                        BL,20
221812627,2022-06-14,2022-06-03,1900,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,28.0,M,B,VERBAL THREAT,Invest Cont,8900 S  FIGUEROA                     ST,19
230408029,2023-05-03,2023-05-03,1130,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),39.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2400 E  CESAR E CHAVEZ               AV,11
230305002,2023-01-21,2023-01-19,1800,Southwest,ROBBERY,30.0,M,B,MAC-10 SEMIAUTOMATIC ASSAULT WEAPON,Invest Cont,S  AUGUST                       ST,18
220611748,2022-06-13,2022-06-13,700,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),39.0,M,W,Unknown,Invest Cont,1900 N  VAN NESS                     AV,7
221715872,2022-11-09,2022-11-04,1100,Devonshire,THEFT OF IDENTITY,43.0,F,A,Unknown,Invest Cont,9900    JORDAN                       AV,11
220122600,2022-10-16,2022-10-16,2005,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48.0,M,H,FOLDING KNIFE,Adult Arrest,500    WALL                         ST,20
230710737,2023-05-21,2023-05-20,2200,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38.0,F,H,Unknown,Invest Cont,1300    CRENSHAW                     BL,22
220619708,2022-11-29,2022-11-29,1916,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),36.0,M,W,Unknown,Invest Cont,700    VINE                         ST,19
221222077,2022-10-21,2022-10-20,1930,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,24.0,F,B,VERBAL THREAT,Invest Cont,800 W  56TH                         ST,19
231407895,2023-02-21,2023-02-19,2330,Pacific,BURGLARY FROM VEHICLE,28.0,F,W,Unknown,Invest Cont,3700    BAGLEY                       AV,23
231408578,2023-04-17,2023-02-14,1020,Pacific,THEFT OF IDENTITY,71.0,M,W,Unknown,Invest Cont,3400    BUTLER                       AV,10
230304218,2023-01-05,2023-01-05,540,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,49.0,F,B,VERBAL THREAT,Invest Cont,1300 W  30TH                         ST,5
232006448,2023-02-28,2023-02-28,200,Olympic,BATTERY - SIMPLE ASSAULT,36.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3600 W  6TH                          ST,2
220409450,2022-06-04,2022-06-04,2120,Hollenbeck,BATTERY - SIMPLE ASSAULT,42.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 N  FICKETT                      ST,21
220612922,2022-07-06,2022-07-01,1213,Hollywood,THEFT OF IDENTITY,33.0,M,W,Unknown,Invest Cont,5800    HAROLD                       WY,12
220620790,2022-12-31,2022-12-29,1340,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31.0,M,W,Unknown,Invest Cont,7100    DE LONGPRE                   AV,13
220313507,2022-07-10,2022-07-09,1050,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",23.0,M,H,Unknown,Invest Cont,3900 S  FIGUEROA                     ST,10
220717465,2022-12-06,2022-10-26,2025,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),77.0,M,B,Unknown,Invest Cont,1100 S  TREMAINE                     AV,20
231105801,2023-02-17,2023-02-16,1930,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31.0,M,W,Unknown,Invest Cont,3500    GLENHURST                    AV,19
